Time,Theta,Phi
140.199988,27.939028203283776,11.882978259190185
140.199988,28.553822184483735,11.829307920774989
140.299988,28.553822184483735,11.829307920774989
140.399988,28.553822184483735,11.829307920774989
140.399988,29.174082799301985,11.780777657815758
140.499988,29.174082799301985,11.780777657815758
140.599988,29.174082799301985,11.780777657815758
140.599988,29.803568489342126,11.717615854531937
140.699988,29.803568489342126,11.717615854531937
140.799988,29.803568489342126,11.717615854531937
140.799988,30.424537851393374,11.65578862160114
140.899988,30.424537851393374,11.65578862160114
140.999988,30.424537851393374,11.65578862160114
140.999988,31.03348730284323,11.592761200820698
141.099989,31.03348730284323,11.592761200820698
141.199988,31.03348730284323,11.592761200820698
141.199988,31.66253464585422,11.50446022617244
141.299988,31.66253464585422,11.50446022617244
141.399988,31.66253464585422,11.50446022617244
141.399988,32.29445105353732,11.41734917363378
141.499988,32.29445105353732,11.41734917363378
141.599988,32.29445105353732,11.41734917363378
141.599988,32.920223351835475,11.332248594865982
141.699988,32.920223351835475,11.332248594865982
141.799988,32.920223351835475,11.332248594865982
141.799988,33.55361457191118,11.242361997948006
141.899988,33.55361457191118,11.242361997948006
141.999988,33.55361457191118,11.242361997948006
141.999988,34.19524921890945,11.148318663969667
142.099989,34.19524921890945,11.148318663969667
142.199988,34.19524921890945,11.148318663969667
142.199988,34.8539948727146,11.048546505293936
142.299988,34.8539948727146,11.048546505293936
142.399988,34.8539948727146,11.048546505293936
142.399988,35.49208718633588,10.963391431644553
142.499988,35.49208718633588,10.963391431644553
142.599988,35.49208718633588,10.963391431644553
142.599988,36.16318864774039,10.881746314197189
142.699988,36.16318864774039,10.881746314197189
142.799988,36.16318864774039,10.881746314197189
142.799988,36.84078200443001,10.811444346681457
142.899988,36.84078200443001,10.811444346681457
142.999988,36.84078200443001,10.811444346681457
142.999988,37.5136265602452,10.724662679000243
143.099989,37.5136265602452,10.724662679000243
143.199988,37.5136265602452,10.724662679000243
143.199988,38.17229241721029,10.620925545936574
143.299988,38.17229241721029,10.620925545936574
143.399988,38.17229241721029,10.620925545936574
143.399988,38.84390771552043,10.48551101733965
143.499988,38.84390771552043,10.48551101733965
143.599988,38.84390771552043,10.48551101733965
143.599988,39.52961363959854,10.34524221320191
143.699988,39.52961363959854,10.34524221320191
143.799988,39.52961363959854,10.34524221320191
143.799988,40.224521273640065,10.2321598968712
143.899988,40.224521273640065,10.2321598968712
143.999988,40.224521273640065,10.2321598968712
143.999988,40.9445189102211,10.106187576982009
144.099989,40.9445189102211,10.106187576982009
144.199988,40.9445189102211,10.106187576982009
144.199988,41.67396727934948,10.014786389722694
144.299988,41.67396727934948,10.014786389722694
144.399988,41.67396727934948,10.014786389722694
144.399988,42.40579186267024,9.911835082117845
144.499988,42.40579186267024,9.911835082117845
144.599988,42.40579186267024,9.911835082117845
144.599988,43.144597639262436,9.816415504457437
144.699988,43.144597639262436,9.816415504457437
144.799988,43.144597639262436,9.816415504457437
144.799988,43.88541736146146,9.708050781551357
144.899988,43.88541736146146,9.708050781551357
144.999988,43.88541736146146,9.708050781551357
144.999988,44.62851456393238,9.602054838776903
145.099989,44.62851456393238,9.602054838776903
