Time,Theta,Phi
163.393165,179.52153343752946,2.2119775716556873
163.437218,179.52153343752946,2.1757193977485842
163.477254,179.52153343752946,2.1757193977485842
163.487662,179.52153343752946,2.1757193977485842
163.521879,179.52153343752946,2.1699943298500424
163.561871,179.52153343752946,2.1699943298500424
163.591706,179.4394020168196,2.1718859394459344
163.601893,179.4394020168196,2.1718859394459344
163.646247,179.4394020168196,2.192896026843801
163.68657,179.4394020168196,2.192896026843801
163.697625,179.4394020168196,2.192896026843801
163.732605,179.4394020168196,2.233004683055973
163.773132,179.4394020168196,2.233004683055973
163.80304,179.35970160280078,2.2351435684899403
163.812958,179.35970160280078,2.2351435684899403
163.857624,179.35970160280078,2.263818758057942
163.899285,179.35970160280078,2.263818758057942
163.908962,179.35970160280078,2.263818758057942
163.942999,179.35970160280078,2.2064674409290563
163.983226,179.35970160280078,2.2064674409290563
164.01303,179.28123749351752,2.20851655866893
164.023435,179.28123749351752,2.20851655866893
164.067016,179.28123749351752,2.3290606277300894
164.108212,179.28123749351752,2.3290606277300894
164.118145,179.28123749351752,2.3290606277300894
164.152288,179.28123749351752,2.254440421212688
164.192635,179.2022244256061,2.256628791372452
164.222942,179.2022244256061,2.256628791372452
164.236137,179.2022244256061,2.256628791372452
164.28032,179.2022244256061,2.3140852275395143
164.321029,179.2022244256061,2.3140852275395143
164.329208,179.2022244256061,2.3140852275395143
164.365281,179.2022244256061,2.2949335329584675
164.405913,179.12067217120648,2.297189225223739
164.433255,179.12067217120648,2.297189225223739
164.445303,179.12067217120648,2.297189225223739
164.488973,179.12067217120648,2.4007031819964517
164.530535,179.12067217120648,2.4007031819964517
164.538276,179.12067217120648,2.4007031819964517
164.574291,179.03895943524552,2.4663730143458493
164.614705,179.03895943524552,2.4663730143458493
164.642165,179.03895943524552,2.4663730143458493
164.654234,179.03895943524552,2.4663730143458493
164.699725,179.03895943524552,2.4567805124723994
164.739959,179.03895943524552,2.4567805124723994
164.750003,179.03895943524552,2.4567805124723994
164.783791,178.95750093838032,2.439880283375262
164.824287,178.95750093838032,2.439880283375262
164.853979,178.95750093838032,2.439880283375262
164.864212,178.95750093838032,2.439880283375262
164.909272,178.95750093838032,2.5282107950029578
164.948975,178.95750093838032,2.5282107950029578
164.958987,178.95750093838032,2.5282107950029578
164.992494,178.87588954578433,2.590153798138679
165.03254,178.87588954578433,2.590153798138679
165.062554,178.87588954578433,2.590153798138679
165.072486,178.87588954578433,2.590153798138679
165.117512,178.87588954578433,2.5651710098830196
165.157492,178.87588954578433,2.5651710098830196
165.167547,178.87588954578433,2.5651710098830196
165.201525,178.79595856512572,2.5269930504410834
165.241517,178.79595856512572,2.5269930504410834
165.270959,178.79595856512572,2.5269930504410834
165.281559,178.79595856512572,2.5269930504410834
165.327046,178.79595856512572,2.767392747745067
165.36747,178.79595856512572,2.767392747745067
165.376967,178.79595856512572,2.767392747745067
165.410982,178.71871753815765,2.769623748010335
165.451273,178.71871753815765,2.769623748010335
165.481147,178.71871753815765,2.769623748010335
165.492142,178.71871753815765,2.769623748010335
165.536932,178.71871753815765,2.736908642110329
165.577296,178.71871753815765,2.736908642110329
165.587012,178.6431989600217,2.7389167688395686
165.621734,178.6431989600217,2.7697299851406743
165.661535,178.6431989600217,2.7697299851406743
165.691876,178.6431989600217,2.7697299851406743
165.702584,178.6431989600217,2.7697299851406743
165.745729,178.6431989600217,2.802467316238449
165.786241,178.6431989600217,2.802467316238449
165.796103,178.5664626011099,2.80419251104519
165.829528,178.5664626011099,2.8099729884980262
165.869251,178.5664626011099,2.8099729884980262
165.900352,178.5664626011099,2.8099729884980262
165.910261,178.5664626011099,2.8099729884980262
165.953028,178.5664626011099,2.906306618835449
165.993359,178.4900686904807,2.907965710623269
166.00331,178.4900686904807,2.907965710623269
166.037352,178.4900686904807,2.9869919384674084
166.0769,178.4900686904807,2.9869919384674084
166.107565,178.4900686904807,2.9869919384674084
166.117542,178.4900686904807,2.9869919384674084
166.160891,178.4900686904807,2.9465164697008768
166.200918,178.41545402318113,2.9479841602892374
166.210959,178.41545402318113,2.9479841602892374
166.244491,178.41545402318113,2.9286996367658844
166.284561,178.41545402318113,2.9286996367658844
166.315117,178.41545402318113,2.9286996367658844
166.325631,178.41545402318113,2.9286996367658844
166.369248,178.41545402318113,3.027044277650943
166.409175,178.33638163339558,3.0284935759825835
166.419495,178.33638163339558,3.0284935759825835
166.45272,178.33638163339558,3.1210809483046518
166.493255,178.33638163339558,3.1210809483046518
166.523691,178.33638163339558,3.1210809483046518
166.533728,178.33638163339558,3.1210809483046518
166.578256,178.33638163339558,3.1808682736030165
166.618264,178.26063339255248,3.182393998602067
166.628495,178.26063339255248,3.182393998602067
166.661619,178.26063339255248,3.274998841487312
166.702552,178.26063339255248,3.274998841487312
166.732525,178.26063339255248,3.274998841487312
166.742499,178.26063339255248,3.274998841487312
166.786006,178.26063339255248,3.2306276495103576
166.825976,178.1848124311935,3.2321722409456064
166.83573,178.1848124311935,3.2321722409456064
166.869271,178.1848124311935,3.2283121594676265
166.910491,178.1848124311935,3.2283121594676265
166.940458,178.1848124311935,3.2283121594676265
166.950557,178.1848124311935,3.2283121594676265
166.994491,178.10702691083864,3.2996002290693176
167.034499,178.10702691083864,3.2996002290693176
167.044269,178.10702691083864,3.2996002290693176
167.078019,178.10702691083864,3.353664662680135
167.118981,178.10702691083864,3.353664662680135
167.148942,178.10702691083864,3.353664662680135
167.159206,178.10702691083864,3.353664662680135
167.202711,178.03550733060516,3.429067497994597
167.243166,178.03550733060516,3.429067497994597
