Time,Latitude,Longitude,Altitude
0.0,51.5198020935059,5.86039733886719,2.6500000000000004
0.2,51.5198020935059,5.86039733886719,3.35
0.4,51.5198020935059,5.86039781570435,3.9899999999999998
0.6,51.5198020935059,5.86039781570435,4.44
0.8,51.5198020935059,5.8603982925415,4.6899999999999995
1.0,51.5198020935059,5.8603982925415,4.8
1.2,51.5198020935059,5.8603982925415,4.84
1.4,51.5198020935059,5.8603982925415,4.859999999999999
1.6,51.5198020935059,5.8603982925415,4.87
1.8,51.5198020935059,5.8603982925415,4.87
2.0,51.5198020935059,5.8603982925415,4.87
2.2,51.5198020935059,5.86039876937866,4.87
2.4,51.5198020935059,5.86039972305298,4.87
2.6,51.5198059082031,5.86040067672729,4.859999999999999
2.8,51.5198059082031,5.86040115356445,4.859999999999999
3.0,51.5198059082031,5.86040163040161,4.859999999999999
3.2,51.5198059082031,5.86040163040161,4.87
3.4,51.5198020935059,5.86040067672729,4.87
3.6,51.5198020935059,5.86039924621582,4.87
3.8,51.5198020935059,5.86039781570435,4.87
4.0,51.5198020935059,5.86039590835571,4.87
4.2,51.5198020935059,5.86039352416992,4.880000000000001
4.4,51.5198020935059,5.86039161682129,4.880000000000001
4.6,51.5197982788086,5.86039066314697,4.880000000000001
4.8,51.5197982788086,5.86039018630981,4.880000000000001
5.0,51.5197982788086,5.86039066314697,4.87
5.2,51.5197982788086,5.86039161682129,4.87
5.4,51.5197982788086,5.86039352416992,4.87
5.6,51.5198020935059,5.8603949546814,4.87
5.8,51.5198020935059,5.86039590835571,4.859999999999999
6.0,51.5197982788086,5.86039590835571,4.859999999999999
6.2,51.5197982788086,5.86039447784424,4.87
6.4,51.5197982788086,5.86039209365845,4.87
6.6,51.5197982788086,5.86039018630981,4.87
6.8,51.5197982788086,5.8603892326355,4.859999999999999
7.0,51.5197982788086,5.8603892326355,4.859999999999999
7.2,51.5197982788086,5.86038875579834,4.859999999999999
7.4,51.5197982788086,5.86038827896118,4.859999999999999
7.6,51.5197982788086,5.86038827896118,4.859999999999999
7.8,51.5197982788086,5.86038827896118,4.859999999999999
8.0,51.5197982788086,5.86038780212402,4.87
8.2,51.5197982788086,5.86038780212402,4.859999999999999
8.4,51.5197944641113,5.86038780212402,4.859999999999999
8.6,51.5197944641113,5.86038732528687,4.859999999999999
8.8,51.5197944641113,5.86038732528687,4.859999999999999
9.0,51.5197944641113,5.86038684844971,4.859999999999999
9.2,51.5197944641113,5.86038732528687,4.859999999999999
9.4,51.5197944641113,5.86038732528687,4.859999999999999
9.6,51.5197944641113,5.86038780212402,4.859999999999999
9.8,51.5197944641113,5.86038780212402,4.859999999999999
10.0,51.5197944641113,5.86038827896118,4.8500000000000005
10.2,51.5197944641113,5.86038827896118,4.8500000000000005
10.4,51.5197944641113,5.86038827896118,4.8500000000000005
10.6,51.5197944641113,5.86038827896118,4.8500000000000005
10.8,51.5197944641113,5.86038827896118,4.8500000000000005
11.0,51.5197944641113,5.86038827896118,4.8500000000000005
11.2,51.5197944641113,5.8603892326355,4.859999999999999
11.4,51.5197944641113,5.8603892326355,4.8500000000000005
11.6,51.5197944641113,5.8603892326355,4.8500000000000005
11.8,51.5197944641113,5.86038970947266,4.8500000000000005
12.0,51.5197944641113,5.86038970947266,4.8500000000000005
12.2,51.5197906494141,5.86039161682129,4.859999999999999
12.4,51.5197868347168,5.86039257049561,4.859999999999999
12.6,51.5197868347168,5.86039304733276,4.859999999999999
12.8,51.5197868347168,5.86039352416992,4.859999999999999
13.0,51.5197868347168,5.86039400100708,4.87
13.2,51.5197830200195,5.86039447784424,4.87
13.4,51.5197830200195,5.8603949546814,4.87
13.6,51.5197830200195,5.86039543151855,4.87
13.8,51.5197792053223,5.86039638519287,4.87
14.0,51.5197792053223,5.86039733886719,4.859999999999999
14.2,51.519775390625,5.86039876937866,4.859999999999999
14.4,51.519775390625,5.86040067672729,4.87
14.6,51.5197715759277,5.86040258407593,4.87
14.8,51.5197677612305,5.86040496826172,4.87
15.0,51.5197601318359,5.86040782928467,4.87
15.2,51.5197563171387,5.86041116714478,4.87
15.4,51.5197486877441,5.86041498184204,4.87
15.6,51.5197410583496,5.86041927337646,4.87
15.8,51.5197334289551,5.86042356491089,4.87
16.0,51.5197257995605,5.86042833328247,4.87
16.2,51.519718170166,5.86043310165405,4.87
16.4,51.5197067260742,5.86043882369995,4.880000000000001
16.6,51.5196990966797,5.86044406890869,4.880000000000001
16.8,51.5196914672852,5.86044836044312,4.87
17.0,51.5196838378906,5.86045169830322,4.859999999999999
17.2,51.5196762084961,5.86045408248901,4.859999999999999
17.4,51.5196723937988,5.86045551300049,4.8500000000000005
17.6,51.5196685791016,5.86045598983765,4.8500000000000005
17.8,51.5196685791016,5.86045694351196,4.8500000000000005
18.0,51.5196647644043,5.86045837402344,4.8500000000000005
18.2,51.5196647644043,5.86046075820923,4.859999999999999
18.4,51.5196647644043,5.86046361923218,4.87
18.6,51.5196647644043,5.86046648025513,4.8999999999999995
18.8,51.519660949707,5.86046886444092,5.12
19.0,51.519660949707,5.86047124862671,5.49
19.2,51.519660949707,5.86047267913818,6.0200000000000005
19.4,51.519660949707,5.86047410964966,6.7
19.6,51.519660949707,5.86047458648682,7.54
19.8,51.519660949707,5.86047506332397,8.47
20.0,51.519660949707,5.86047506332397,9.41
20.2,51.519660949707,5.86047506332397,10.37
20.4,51.519660949707,5.86047506332397,11.37
20.6,51.519660949707,5.86047458648682,12.35
20.8,51.519660949707,5.86047458648682,13.35
21.0,51.519660949707,5.86047458648682,14.330000000000002
