Time,Latitude,Longitude,Altitude
249.510267,52.1718661,4.418519,40.4300003051758
249.550483,52.1718661,4.418519,40.4300003051758
249.594638,52.1718661,4.418519,40.5599975585938
249.604548,52.17187,4.4185205,40.5599975585938
249.634603,52.17187,4.4185205,40.5599975585938
249.674468,52.17187,4.4185205,40.5599975585938
249.709491,52.17187,4.4185205,40.379997253418
249.720696,52.17187,4.4185205,40.379997253418
249.760678,52.17187,4.4185205,40.379997253418
249.804664,52.1718743,4.4185216,40.2399978637695
249.814711,52.1718743,4.4185216,40.2399978637695
249.844519,52.1718743,4.4185216,40.2399978637695
249.884243,52.1718743,4.4185216,40.2399978637695
249.920567,52.1718743,4.4185216,40.5799980163574
249.930595,52.1718743,4.4185216,40.5799980163574
249.970581,52.1718743,4.4185216,40.5799980163574
250.014719,52.171879,4.4185224,40.5699996948242
250.02468,52.171879,4.4185224,40.5699996948242
250.054585,52.171879,4.4185224,40.5699996948242
250.094563,52.171879,4.4185224,40.5699996948242
250.129942,52.171879,4.4185224,40.5999984741211
250.140003,52.171879,4.4185224,40.5999984741211
250.180305,52.171879,4.4185224,40.5999984741211
250.224919,52.1718839,4.418523,40.2000007629395
250.234988,52.1718839,4.418523,40.2000007629395
250.265693,52.1718839,4.418523,40.2000007629395
250.306311,52.1718839,4.418523,40.2000007629395
250.340577,52.1718839,4.418523,40.2199974060059
250.350941,52.1718839,4.418523,40.2199974060059
250.391262,52.1718839,4.418523,40.2199974060059
250.435361,52.171889,4.4185231,40.2000007629395
250.445165,52.171889,4.4185231,40.2000007629395
250.475362,52.171889,4.4185231,40.2000007629395
250.516949,52.171889,4.4185231,40.2000007629395
250.550561,52.171889,4.4185231,40.7199974060059
250.560612,52.171889,4.4185231,40.7199974060059
250.600987,52.1718943,4.4185228,40.7199974060059
250.644692,52.1718943,4.4185228,40.9199981689453
250.65453,52.1718943,4.4185228,40.9199981689453
250.684594,52.1718943,4.4185228,40.9199981689453
250.726027,52.1718943,4.4185228,40.9199981689453
250.760533,52.1718943,4.4185228,40.8899993896484
250.770253,52.1718943,4.4185228,40.8899993896484
250.810525,52.1719,4.418522,40.8899993896484
250.853709,52.1719,4.418522,41.3199996948242
250.863503,52.1719,4.418522,41.3199996948242
250.89356,52.1719,4.418522,41.3199996948242
250.935164,52.1719,4.418522,41.3199996948242
250.96867,52.1719,4.418522,41.3199996948242
250.979539,52.1719,4.418522,41.3199996948242
251.019618,52.1719058,4.4185207,41.3199996948242
251.062967,52.1719058,4.4185207,40.6599998474121
251.07267,52.1719058,4.4185207,40.6599998474121
251.102672,52.1719058,4.4185207,40.6599998474121
251.144002,52.1719058,4.4185207,40.6599998474121
251.177651,52.1719058,4.4185207,40.9199981689453
251.188518,52.1719058,4.4185207,40.9199981689453
251.228678,52.1719118,4.418519,40.9199981689453
251.273013,52.1719118,4.418519,40.0900001525879
251.2835,52.1719118,4.418519,40.0900001525879
251.31426,52.1719118,4.418519,40.0900001525879
251.354146,52.1719118,4.418519,40.0900001525879
251.387675,52.1719118,4.418519,40.6800003051758
251.39852,52.1719118,4.418519,40.6800003051758
251.438242,52.1719183,4.4185169,40.6800003051758
251.481789,52.1719183,4.4185169,39.8499984741211
251.491261,52.1719183,4.4185169,39.8499984741211
251.521999,52.1719183,4.4185169,39.8499984741211
251.561938,52.1719183,4.4185169,39.8499984741211
251.595292,52.1719248,4.4185146,40.0599975585938
251.605832,52.1719248,4.4185146,40.0599975585938
251.645613,52.1719248,4.4185146,40.0599975585938
251.689258,52.1719248,4.4185146,40.4799995422363
251.704369,52.1719248,4.4185146,40.4799995422363
251.729919,52.1719248,4.4185146,40.4799995422363
251.769897,52.1719248,4.4185146,40.4799995422363
251.808235,52.1719315,4.4185118,40.0099983215332
251.813477,52.1719315,4.4185118,40.0099983215332
251.853689,52.1719315,4.4185118,40.0099983215332
251.897621,52.1719315,4.4185118,39.5599975585938
251.913518,52.1719315,4.4185118,39.5599975585938
251.938596,52.1719315,4.4185118,39.5599975585938
251.979244,52.1719315,4.4185118,39.5599975585938
252.017941,52.1719384,4.4185087,39.2199974060059
252.022722,52.1719384,4.4185087,39.2199974060059
252.063006,52.1719384,4.4185087,39.2199974060059
252.10679,52.1719384,4.4185087,39.6399993896484
252.123609,52.1719384,4.4185087,39.6399993896484
252.148719,52.1719384,4.4185087,39.6399993896484
252.189604,52.1719384,4.4185087,39.6399993896484
252.227951,52.1719455,4.4185054,39.0599975585938
252.233496,52.1719455,4.4185054,39.0599975585938
252.273553,52.1719455,4.4185054,39.0599975585938
252.317975,52.1719455,4.4185054,38.7000007629395
252.333646,52.1719455,4.4185054,38.7000007629395
