time_millisecond_,latitude,longitude,height_above_takeoff_feet_,height_above_ground_at_drone_location_feet_,ground_elevation_at_drone_location_feet_,altitude_above_seaLevel_feet_,height_sonar_feet_,speed_mph_,distance_feet_,mileage_feet_,satellites,gpslevel,max_altitude_feet_,max_ascent_feet_,max_speed_mph_,max_distance_feet_,xSpeed_mph_,ySpeed_mph_,zSpeed_mph_,compass_heading_degrees_,pitch_degrees_,roll_degrees_,isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator_percent_,rc_aileron_percent_,rc_throttle_percent_,rc_rudder_percent_,gimbal_heading_degrees_,gimbal_pitch_degrees_,altitude_feet_,ascent_feet_,flycStateRaw,flycState
53600,51.519172668457,5.85885000228882,96.1942288,93.667982,98.768627504428,192.43660950443,0,22.557750348,419.68833364,488.14306024,26,4,233.80800190443,137.5656212,22.623516384,419.68833364,-1.342164,-1.789552,0,231.4,-11.9,0.2,0,0,1689,1024,1024,835,100,0,0,-29,231.64,7.2,192.43660950443,96.1942288,5,GPS_Blake
53800,51.5191612243652,5.85882711410522,96.2270372,93.667982,98.801435904428,192.46941790443,0,22.492655394,426.32547296,494.80972712,26,4,233.80800190443,137.5656212,22.623516384,426.32547296,-1.342164,-1.789552,0,231.3,-12.3,0.3,0,0,1689,1024,1024,836,100,0,0,-28,231.45,7.2,192.46941790443,96.2270372,5,GPS_Blake
54000,51.5191497802734,5.85880422592163,96.2270372,93.832024,98.637393904428,192.46941790443,0,22.435166036,432.95933144,501.476394,26,4,233.80800190443,137.5656212,22.623516384,432.95933144,-1.342164,-1.789552,0,231.1,-12.4,-0.1,0,0,1689,1024,1024,835,100,0,0,-29,231.45,7.2,192.46941790443,96.2270372,5,GPS_Blake
54200,51.5191383361816,5.85878229141235,96.2270372,93.9304492,98.538968704428,192.46941790443,0,22.412125554,439.41602456,507.97573804,26,4,233.80800190443,137.5656212,22.623516384,439.41602456,-1.342164,-1.789552,0,231,-12.7,0.1,0,0,1689,1024,1024,834,100,0,0,-29,231.07,7.2,192.46941790443,96.2270372,5,GPS_Blake
54400,51.5191268920898,5.85875940322876,96.2598456,94.0944912,98.407735104428,192.50222630443,0,22.417941598,446.05316388,514.64240492,26,4,233.80800190443,137.5656212,22.623516384,446.05316388,-1.342164,-1.789552,0,230.9,-12.7,0.5,0,0,1689,1024,1024,832,100,0,0,-29,230.68,7.2,192.50222630443,96.2598456,5,GPS_Blake
54600,51.519115447998,5.85873651504517,96.2598456,94.2257248,98.276501504428,192.50222630443,0,22.438521446,452.6903032,521.30579096,26,4,233.80800190443,137.5656212,22.623516384,452.6903032,-1.342164,-1.789552,0,231,-12.7,0.7,0,0,1689,1024,1024,833,100,0,0,-29,230.68,7.2,192.50222630443,96.2598456,5,GPS_Blake
54800,51.5191040039062,5.85871362686157,96.2270372,94.32415,98.145267904428,192.46941790443,0,22.428902604,459.33072336,527.97245784,26,4,233.80800190443,137.5656212,22.623516384,459.33072336,-1.342164,-1.789552,0,230.5,-12.6,1,0,0,1689,1024,1024,834,100,0,0,-29,230.47,7.2,192.46941790443,96.2270372,5,GPS_Blake
55000,51.5190925598145,5.85869169235229,96.2270372,94.4553836,98.014034304428,192.46941790443,0,22.453956332,465.79069732,534.47180188,26,4,233.80800190443,137.5656212,22.623516384,465.79069732,-1.342164,-1.789552,0,230.5,-12.6,1,0,0,1689,1024,1024,923,100,0,0,-15,230.27,7.2,192.46941790443,96.2270372,5,GPS_Blake
55200,51.5190811157227,5.85867071151733,96.1942288,94.5538088,97.882800704428,192.43660950443,0,22.447021818,472.07022508,540.80710392,26,4,233.80800190443,137.5656212,22.623516384,472.07022508,-1.342164,-1.789552,0,230,-12.4,1.4,0,0,1689,1029,1024,1024,100,1,0,0,230.27,7.2,192.43660950443,96.1942288,5,GPS_Blake
55400,51.5190696716309,5.8586483001709,96.1942288,94.6850424,97.751567104428,192.43660950443,0,22.419954844,478.62206256,547.38846896,26,4,233.80800190443,137.5656212,22.623516384,478.62206256,-1.342164,-1.789552,0,229.9,-12.8,1,0,0,1689,1042,1024,1024,100,3,0,0,230.08,7.2,192.43660950443,96.1942288,5,GPS_Blake
55600,51.5190582275391,5.8586254119873,96.1614204,94.7834676,97.620333504428,192.40380110443,0,22.45999607,485.26576356,554.05513584,26,4,233.80800190443,137.5656212,22.623516384,485.26576356,-1.342164,-1.789552,0,229.7,-12.5,1,0,0,1689,1044,1024,1024,100,3,0,0,229.99,7.2,192.40380110443,96.1614204,5,GPS_Blake
55800,51.5190467834473,5.85860300064087,96.1942288,94.8490844,97.587525104428,192.43660950443,0,22.502945318,491.82088188,560.63650088,26,4,233.80800190443,137.5656212,22.623516384,491.82088188,-1.342164,-1.789552,0,230.1,-12.4,0.7,0,0,1689,1046,1024,1024,100,3,0,0,229.99,7.2,192.43660950443,96.1942288,5,GPS_Blake
56000,51.5190353393555,5.85858058929443,96.1942288,94.7178508,97.718758704428,192.43660950443,0,22.49578711,498.37271936,567.21786592,26,4,233.80800190443,137.5656212,22.623516384,498.37271936,-1.342164,-1.789552,0,230.2,-11.9,0.4,0,0,1689,1068,1024,1051,100,7,0,4,229.99,7.2,192.43660950443,96.1942288,5,GPS_Blake
56200,51.5190238952637,5.85855913162231,96.1614204,94.5538088,97.849992304428,192.40380110443,0,22.457088048,504.75067232,573.63518896,26,4,233.80800190443,137.5656212,22.623516384,504.75067232,-1.342164,-1.789552,0,229.9,-12,0.1,0,0,1689,1067,1024,1068,100,7,0,7,229.99,7.2,192.40380110443,96.1614204,5,GPS_Blake
56400,51.5190124511719,5.85853624343872,96.1614204,94.3897668,98.014034304428,192.40380110443,0,22.427784134,511.39437332,580.298575,26,4,233.80800190443,137.5656212,22.623516384,511.39437332,-1.342164,-1.789552,0,229.9,-12.2,0.1,0,0,1689,1068,1024,1064,100,7,0,6,229.99,7.2,192.40380110443,96.1614204,5,GPS_Blake
56600,51.5190010070801,5.85851383209229,96.1942288,94.2913416,98.145267904428,192.43660950443,0,22.40519104,517.95277248,586.87994004,26,4,233.80800190443,137.5656212,22.623516384,517.95277248,-1.342164,-1.789552,0,229.9,-12.4,0.1,0,0,1689,1068,1024,1065,100,7,0,6,230.01,7.2,192.43660950443,96.1942288,5,GPS_Blake
56800,51.5189895629883,5.85849142074585,96.1942288,94.160108,98.276501504428,192.43660950443,0,22.419954844,524.5078908,593.46458592,26,4,233.80800190443,137.5656212,22.623516384,524.5078908,-1.342164,-1.789552,0,230.1,-12.4,0.3,0,0,1689,1024,1024,1024,100,0,0,0,230.03,7.2,192.43660950443,96.1942288,5,GPS_Blake
57000,51.5189781188965,5.85846948623657,96.1942288,94.0288744,98.407735104428,192.43660950443,0,22.420625926,530.97770728,599.96064912,26,4,233.80800190443,137.5656212,22.623516384,530.97770728,-1.342164,-1.789552,0,230.1,-12.4,0.4,0,0,1689,1024,1024,1024,100,0,0,0,230.04,7.2,192.43660950443,96.1942288,5,GPS_Blake
57200,51.5189666748047,5.85844802856445,96.2270372,93.9304492,98.538968704428,192.46941790443,0,22.42084962,537.35566024,606.37797216,26,4,233.80800190443,137.5656212,22.623516384,537.35566024,-1.342164,-1.789552,0,230.1,-12.4,0.6,0,0,1689,1067,1024,1114,100,7,0,14,230.04,7.2,192.46941790443,96.2270372,5,GPS_Blake
57400,51.5189552307129,5.85842561721802,96.2598456,93.832024,98.670202304428,192.50222630443,0,22.446350736,543.9140594,612.9593372,26,4,233.80800190443,137.5656212,22.623516384,543.9140594,-1.342164,-1.789552,0,230.1,-12.3,0.7,0,0,1689,1062,1024,1113,100,6,0,13,230.05,7.2,192.50222630443,96.2598456,5,GPS_Blake
57600,51.5189437866211,5.85840320587158,96.2598456,93.7007904,98.801435904428,192.50222630443,0,22.464022562,550.4757394,619.54070224,26,4,233.80800190443,137.5656212,22.623516384,550.4757394,-1.342164,-1.789552,0,230.2,-12.1,1,0,0,1689,1062,1024,1110,100,6,0,13,230.11,7.2,192.50222630443,96.2598456,5,GPS_Blake
57800,51.5189323425293,5.85838079452515,96.2598456,93.5695568,98.932669504428,192.50222630443,0,22.476996814,557.03413856,626.12534812,26,4,233.80800190443,137.5656212,22.623516384,557.03413856,-1.342164,-1.789552,0,230.2,-11.8,1,0,0,1689,1063,1024,1112,100,6,0,13,230.16,7.2,192.50222630443,96.2598456,5,GPS_Blake
58000,51.5189208984375,5.85835886001587,96.2270372,93.4055148,99.063903104428,192.46941790443,0,22.485049798,563.50723588,632.62141132,26,4,233.80800190443,137.5656212,22.623516384,563.50723588,-1.342164,-1.789552,0,230.2,-11.7,1.5,0,0,1689,1064,1024,1126,100,6,0,15,230.21,7.2,192.46941790443,96.2270372,5,GPS_Blake
58200,51.5189094543457,5.85833740234375,96.2270372,93.2414728,99.227945104428,192.46941790443,0,22.513235242,569.89175052,639.03873436,26,4,233.80800190443,137.5656212,22.623516384,569.89175052,-1.342164,-1.789552,0,230.3,-11.5,1.3,0,0,1689,1072,1024,1144,100,7,0,18,230.21,7.2,192.46941790443,96.2270372,5,GPS_Blake
58400,51.5188980102539,5.85831451416016,96.2270372,93.1102392,99.359178704428,192.46941790443,0,22.489523678,576.5420132,645.70540124,26,4,233.80800190443,137.5656212,22.623516384,576.5420132,-1.342164,-1.789552,0,230.3,-11.2,1.1,0,0,1689,1073,1024,1144,100,7,0,18,230.21,7.2,192.46941790443,96.2270372,5,GPS_Blake
58600,51.5188865661621,5.85829210281372,96.2270372,93.0446224,99.424795504428,192.46941790443,0,22.459101294,583.1036932,652.28676628,26,4,233.80800190443,137.5656212,22.623516384,583.1036932,-1.342164,-1.789552,0,230.6,-11.4,1.4,0,0,1689,1073,1024,1147,100,7,0,19,230.39,7.2,192.46941790443,96.2270372,5,GPS_Blake
58800,51.5188751220703,5.85826969146729,96.2270372,93.3070896,99.162328304428,192.46941790443,0,22.411007084,589.6653732,658.86813132,26,4,233.80800190443,137.5656212,22.623516384,589.6653732,-1.342164,-1.789552,0,230.6,-10.9,1.8,0,0,1689,1074,1024,1149,100,8,0,19,230.47,7.2,192.46941790443,96.2270372,5,GPS_Blake
59000,51.5188636779785,5.85824775695801,96.2598456,93.5367484,98.965477904428,192.50222630443,0,22.374544962,596.13847052,665.36747536,26,4,233.80800190443,137.5656212,22.623516384,596.13847052,-1.342164,-1.789552,0,231,-11.7,1.5,0,0,1689,1114,1024,1161,100,14,0,21,230.56,7.2,192.50222630443,96.2598456,5,GPS_Blake
59200,51.5188522338867,5.85822629928589,96.2598456,93.7335988,98.768627504428,192.50222630443,0,22.372531716,602.526266,671.78151756,26,4,233.80800190443,137.5656212,22.623516384,602.526266,-1.342164,-1.789552,0,230.9,-11.9,1.8,0,0,1689,1132,1024,1187,100,16,0,25,230.56,7.2,192.50222630443,96.2598456,5,GPS_Blake
59400,51.5188407897949,5.85820341110229,96.2598456,93.8976408,98.604585504428,192.50222630443,0,22.373426492,609.17980952,678.44818444,26,4,233.80800190443,137.5656212,22.623516384,609.17980952,-1.342164,-1.789552,0,230.9,-11.7,2,0,0,1689,1146,1024,1194,100,18,0,26,230.65,7.2,192.50222630443,96.2598456,5,GPS_Blake
59600,51.5188293457031,5.8581805229187,96.2270372,94.0288744,98.440543504428,192.46941790443,0,22.3647247954,615.8300722,685.11485132,26,4,233.80800190443,137.5656212,22.623516384,615.8300722,-1.342164,-1.789552,0,230.8,-11.9,2.1,0,0,1689,1146,1024,1198,100,18,0,26,230.88,7.2,192.46941790443,96.2270372,5,GPS_Blake
59800,51.5188179016113,5.85815858840942,96.2270372,94.160108,98.309309904428,192.46941790443,0,22.370071082,622.30645036,691.61419536,26,4,233.80800190443,137.5656212,22.623516384,622.30645036,-1.342164,-1.789552,0,231,-11.9,2.1,0,0,1689,1145,1024,1201,100,18,0,27,231.03,7.2,192.46941790443,96.2270372,5,GPS_Blake
60000,51.5188064575195,5.85813617706299,96.2270372,94.2585332,98.210884704428,192.46941790443,0,22.3565823338,628.8714112,698.1955604,26,4,233.80800190443,137.5656212,22.623516384,628.8714112,-1.342164,-1.789552,0,231.3,-11.9,1.8,0,0,1689,1147,1018,1245,100,19,-1,33,231.2,7.2,192.46941790443,96.2270372,5,GPS_Blake
60200,51.5187950134277,5.85811424255371,96.2270372,94.3569584,98.112459504428,192.46941790443,0,22.3591771842,635.3510702,704.69490444,26,4,233.80800190443,137.5656212,22.623516384,635.3510702,-1.342164,-1.789552,0,231.3,-11.9,1.8,0,0,1689,1173,1016,1269,100,23,-1,37,231.2,7.2,192.46941790443,96.2270372,5,GPS_Blake
60400,51.5187835693359,5.85809135437012,96.2270372,94.4225752,98.046842704428,192.46941790443,0,22.374097574,642.00461372,711.36157132,26,4,233.80800190443,137.5656212,22.623516384,642.00461372,-1.342164,-1.789552,0,231.7,-12.3,1.7,0,0,1689,1188,1016,1271,100,25,-1,37,231.37,7.2,192.46941790443,96.2270372,5,GPS_Blake
60600,51.5187721252441,5.85806846618652,96.2270372,94.4553836,98.014034304428,192.46941790443,0,22.393111564,648.65815724,718.02495736,26,4,233.80800190443,137.5656212,22.623516384,648.65815724,-1.342164,-1.789552,0,231.8,-11.9,1.5,0,0,1689,1195,1014,1270,100,26,-2,37,232.25,7.2,192.46941790443,96.2270372,5,GPS_Blake
60800,51.5187606811523,5.85804557800293,96.2270372,94.4553836,98.014034304428,192.46941790443,0,22.406980592,655.31170076,724.69162424,26,4,233.80800190443,137.5656212,22.623516384,655.31170076,-1.342164,-1.789552,0,232.1,-12,1.4,0,0,1689,1214,1015,1275,100,29,-1,38,232.25,7.2,192.46941790443,96.2270372,5,GPS_Blake
61000,51.5187492370605,5.85802221298218,96.2270372,94.4553836,98.014034304428,192.46941790443,0,22.404296264,662.05382696,731.44359296,26,4,233.80800190443,137.5656212,22.623516384,662.05382696,-1.342164,-1.789552,0,232.7,-12.1,1.3,0,0,1689,1214,1010,1288,100,29,-2,40,232.61,7.2,192.46941790443,96.2270372,5,GPS_Blake
61200,51.5187492370605,5.85802221298218,96.2270372,94.4553836,98.014034304428,192.46941790443,0,22.404296264,662.05382696,731.44359296,26,4,233.80800190443,137.5656212,22.623516384,662.05382696,-1.342164,-1.789552,0,233.3,-11.9,1.5,0,0,1689,1214,1008,1286,100,29,-2,40,232.61,7.2,192.46941790443,96.2270372,5,GPS_Blake
61400,51.5187301635742,5.85797739028931,96.1614204,94.2913416,98.112459504428,192.40380110443,0,22.42196809,674.37994284,743.76970884,26,4,233.80800190443,137.5656212,22.623516384,674.37994284,-1.342164,-1.789552,0,233.5,-11.9,1.5,0,0,1689,1205,1011,1268,100,27,-2,37,232.99,7.2,192.40380110443,96.1614204,5,GPS_Blake
61600,51.5187187194824,5.85795402526855,96.1614204,94.2257248,98.178076304428,192.40380110443,0,22.421297008,681.12534988,750.52167756,26,4,233.80800190443,137.5656212,22.623516384,681.12534988,-1.342164,-1.789552,0,233.9,-11.9,1.4,0,0,1689,1209,1013,1265,100,28,-2,37,233.81,7.2,192.40380110443,96.1614204,5,GPS_Blake
61800,51.5187072753906,5.8579306602478,96.128612,94.0944912,98.276501504428,192.37099270443,0,22.393335258,687.86747608,757.27364628,26,4,233.80800190443,137.5656212,22.623516384,687.86747608,-1.342164,-1.789552,0,234.4,-12.2,1.7,0,0,1689,1212,1014,1266,100,28,-2,37,234.18,7.2,192.37099270443,96.128612,5,GPS_Blake
62000,51.5186958312988,5.85790729522705,96.128612,93.9632576,98.407735104428,192.37099270443,0,22.3327812922,694.60960228,764.02233416,26,4,233.80800190443,137.5656212,22.623516384,694.60960228,-1.342164,-1.789552,0,234.5,-12.3,2.3,0,0,1689,1211,1013,1265,100,28,-2,37,234.52,7.2,192.37099270443,96.128612,5,GPS_Blake
62200,51.5186882019043,5.85788440704346,96.128612,93.832024,98.538968704428,192.37099270443,0,22.2924268946,700.45605916,769.91800364,26,4,233.80800190443,137.5656212,22.623516384,700.45605916,-1.342164,-1.789552,0,234.7,-12.5,2.6,0,0,1689,1209,1012,1264,100,28,-2,36,234.52,7.2,192.37099270443,96.128612,5,GPS_Blake
62400,51.5186767578125,5.85786104202271,96.128612,93.667982,98.703010704428,192.37099270443,0,22.252519885,707.2014662,776.66997236,26,4,233.80800190443,137.5656212,22.623516384,707.2014662,-1.342164,-1.789552,0,235.3,-13.2,2.5,0,0,1689,1204,1010,1252,100,27,-2,35,234.87,7.2,192.37099270443,96.128612,5,GPS_Blake
62600,51.5186653137207,5.85783720016479,96.1614204,93.50394,98.899861104428,192.40380110443,0,22.264711208,714.03217508,783.50396208,26,4,233.80800190443,137.5656212,22.623516384,714.03217508,-1.342164,-1.789552,0,235.7,-13.4,2.6,0,0,1689,1121,1024,1166,100,15,0,22,235.55,7.2,192.40380110443,96.1614204,5,GPS_Blake
62800,51.5186538696289,5.85781335830688,96.1942288,93.339898,99.096711504428,192.43660950443,0,22.269520629,720.86288396,790.34123264,26,4,233.80800190443,137.5656212,22.623516384,720.86288396,-1.342164,-1.789552,0,236,-13.9,2.3,0,0,1689,1112,1024,1096,100,13,0,11,235.85,7.2,192.43660950443,96.1942288,5,GPS_Blake
63000,51.5186462402344,5.85778999328613,96.2270372,93.1430476,99.326370304428,192.46941790443,0,22.268961394,726.79792352,796.33204648,26,4,233.80800190443,137.5656212,22.623516384,726.79792352,-1.342164,-1.789552,0,236.1,-13.9,1.3,0,0,1689,1161,1015,1195,100,21,-1,26,236.05,7.2,192.46941790443,96.2270372,5,GPS_Blake
63200,51.5186347961426,5.85776710510254,96.1942288,92.9790056,99.457603904428,192.43660950443,0,22.2839265226,733.45474788,802.99871336,26,4,233.80800190443,137.5656212,22.623516384,733.45474788,-1.342164,-1.789552,0,236,-14.1,1.3,0,0,1689,1184,1010,1231,100,24,-2,31,236.05,7.2,192.43660950443,96.1942288,5,GPS_Blake
63400,51.5186233520508,5.85774278640747,96.1942288,92.9461972,99.490412304428,192.43660950443,0,22.3338773928,740.37403944,809.92128576,26,4,233.80800190443,137.5656212,22.623516384,740.37403944,-1.342164,-1.789552,0,236.2,-14.3,1.5,0,0,1689,1152,1016,1206,100,19,-1,28,236.1,7.2,192.43660950443,96.1942288,5,GPS_Blake
63600,51.5186157226562,5.85771799087524,96.2270372,93.011814,99.457603904428,192.46941790443,0,22.380361006,746.5715462,816.20081352,26,4,233.80800190443,137.5656212,22.623516384,746.5715462,-1.342164,-1.789552,0,236.6,-14.2,1.8,0,0,1689,1088,1024,1130,100,10,0,16,236.48,7.2,192.46941790443,96.2270372,5,GPS_Blake
63800,51.5186042785645,5.85769462585449,96.2598456,93.175856,99.326370304428,192.50222630443,0,22.382150558,753.31695324,822.9495014,26,4,233.80800190443,137.5656212,22.623516384,753.31695324,-1.342164,-1.789552,0,236.8,-14.2,1.2,0,0,1689,1108,1024,1135,100,13,0,17,236.67,7.2,192.50222630443,96.2598456,5,GPS_Blake
64000,51.5185966491699,5.85767030715942,96.292654,93.339898,99.195136704428,192.53503470443,0,22.389756154,759.42915816,829.1338848,25,4,233.80800190443,137.5656212,22.623516384,759.42915816,-1.342164,-1.789552,0,236.8,-14.2,0.9,0,0,1689,1104,1024,1137,100,12,0,17,236.75,7.2,192.53503470443,96.292654,5,GPS_Blake
64200,51.5185852050781,5.85764694213867,96.3254624,93.5695568,98.998286304428,192.56784310443,0,22.421744396,766.17128436,835.88585352,25,4,233.80800190443,137.5656212,22.623516384,766.17128436,-1.342164,-1.789552,0,236.7,-14.2,1,0,0,1689,1104,1024,1137,100,12,0,17,236.75,7.2,192.56784310443,96.3254624,5,GPS_Blake
64400,51.5185737609863,5.8576226234436,96.292654,93.7007904,98.834244304428,192.53503470443,0,22.425994582,773.09057592,842.80514508,25,4,233.80800190443,137.5656212,22.623516384,773.09057592,-1.342164,-1.789552,0,236.9,-14.2,1,0,0,1689,1103,1024,1140,100,12,0,18,236.82,7.2,192.53503470443,96.292654,5,GPS_Blake
64600,51.5185661315918,5.85759782791138,96.3254624,93.832024,98.735819104428,192.56784310443,0,22.434942342,779.29136352,849.08795368,25,4,233.80800190443,137.5656212,22.623516384,779.29136352,-1.11847,-1.789552,0,237,-14.2,1.3,0,0,1689,1105,1024,1145,100,12,0,18,236.97,7.2,192.56784310443,96.3254624,5,GPS_Blake
64800,51.5185546875,5.85757350921631,96.3254624,93.9632576,98.604585504428,192.56784310443,0,22.433600178,786.21065508,856.00724524,25,4,233.80800190443,137.5656212,22.623516384,786.21065508,-1.11847,-1.789552,0,237.1,-14.1,1.1,0,0,1689,1112,1024,1155,100,13,0,20,237.05,7.2,192.56784310443,96.3254624,5,GPS_Blake
65000,51.5185470581055,5.8575496673584,96.3582708,94.0288744,98.571777104428,192.60065150443,0,22.439192528,792.23427732,862.09648428,25,4,233.80800190443,137.5656212,22.623516384,792.23427732,-1.11847,-1.789552,0,237,-14.1,0.9,0,0,1689,1126,1024,1169,100,15,0,22,237.22,7.2,192.60065150443,96.3582708,5,GPS_Blake
65200,51.5185356140137,5.85752582550049,96.3254624,94.0944912,98.473351904428,192.56784310443,0,22.453732638,799.0649862,868.930474,25,4,233.80800190443,137.5656212,22.623516384,799.0649862,-1.11847,-1.789552,0,237.2,-14,1,0,0,1689,1174,1019,1237,100,23,-1,32,237.22,7.2,192.56784310443,96.3254624,5,GPS_Blake
65400,51.5185241699219,5.85750102996826,96.292654,94.0944912,98.440543504428,192.53503470443,0,22.49019476,806.07286044,875.94162908,25,4,233.80800190443,137.5656212,22.623516384,806.07286044,-1.11847,-1.789552,0,237.4,-14,1.3,0,0,1689,1181,1016,1256,100,24,-1,35,237.34,7.2,192.53503470443,96.292654,5,GPS_Blake
65600,51.5185165405273,5.85747671127319,96.292654,94.1929164,98.342118304428,192.53503470443,0,22.489747372,812.1883462,882.12273164,25,4,233.80800190443,137.5656212,22.623516384,812.1883462,-1.11847,-1.789552,0,237.7,-13.6,1.9,0,0,1689,1180,1016,1258,100,24,-1,35,237.34,7.2,192.53503470443,96.292654,5,GPS_Blake
65800,51.5185050964355,5.85745239257812,96.292654,94.32415,98.210884704428,192.53503470443,0,22.505405952,819.10763776,889.04530404,25,4,233.80800190443,137.5656212,22.623516384,819.10763776,-1.11847,-1.789552,0,238,-13.6,2.1,0,0,1689,1179,1017,1257,100,23,-1,35,237.85,7.2,192.53503470443,96.292654,5,GPS_Blake
66000,51.518497467041,5.8574275970459,96.292654,94.4225752,98.112459504428,192.53503470443,0,22.484378716,825.30842536,895.3248318,25,4,233.80800190443,137.5656212,22.623516384,825.30842536,-1.11847,-2.013246,0,238.2,-13.5,2.1,0,0,1689,1179,1017,1256,100,23,-1,35,238.18,7.2,192.53503470443,96.292654,5,GPS_Blake
66200,51.5184860229492,5.85740423202515,96.2598456,94.5210004,97.981225904428,192.50222630443,0,22.48572088,832.05055156,902.07680052,25,4,233.80800190443,137.5656212,22.623516384,832.05055156,-1.11847,-2.013246,0,238.6,-13.5,2.3,0,0,1689,1177,1018,1255,100,23,-1,35,238.49,7.2,192.50222630443,96.2598456,5,GPS_Blake
66400,51.5184783935547,5.85737943649292,96.2598456,94.6194256,97.882800704428,192.50222630443,0,22.474759874,838.25462,908.35632828,25,4,233.80800190443,137.5656212,22.623516384,838.25462,-1.11847,-2.013246,0,238.6,-13.5,2.3,0,0,1689,1171,1024,1169,100,22,0,22,239.12,7.2,192.50222630443,96.2598456,5,GPS_Blake
66600,51.5184669494629,5.85735464096069,96.292654,94.7834676,97.751567104428,192.53503470443,0,22.425770888,845.26249424,915.36420252,25,4,233.80800190443,137.5656212,22.623516384,845.26249424,-1.11847,-2.013246,0,239.2,-13.7,2.5,0,0,1689,1170,1024,1137,100,22,0,17,239.12,7.2,192.53503470443,96.292654,5,GPS_Blake
66800,51.5184593200684,5.85732984542847,96.292654,94.8818928,97.653141904428,192.53503470443,0,22.407875368,851.46656268,921.64373028,25,4,233.80800190443,137.5656212,22.623516384,851.46656268,-1.11847,-2.013246,0,239.4,-13.8,1.9,0,0,1689,1171,1024,1132,100,22,0,16,239.34,7.2,192.53503470443,96.292654,5,GPS_Blake
67000,51.5184478759766,5.85730457305908,96.292654,95.0131264,97.521908304428,192.53503470443,0,22.405862122,858.5630196,928.7401872,26,4,233.80800190443,137.5656212,22.623516384,858.5630196,-1.11847,-2.013246,0,239.4,-14,1.6,0,0,1689,1173,1024,1138,100,23,0,17,239.43,7.2,192.53503470443,96.292654,5,GPS_Blake
67200,51.518440246582,5.85728120803833,96.292654,95.1115516,97.423483104428,192.53503470443,0,22.419954844,864.50462084,934.73100104,26,4,233.80800190443,137.5656212,22.623516384,864.50462084,-1.11847,-2.013246,0,239.4,-14,1.7,0,0,1689,1171,1024,1148,100,22,0,19,239.58,7.2,192.53503470443,96.292654,5,GPS_Blake
67400,51.5184326171875,5.85725545883179,96.292654,95.1771684,97.357866304428,192.53503470443,0,22.398703914,870.88913548,941.2073792,26,4,233.80800190443,137.5656212,22.623516384,870.88913548,-1.11847,-2.013246,0,239.6,-14,1.6,0,0,1689,1172,1024,1141,100,22,0,18,239.58,7.2,192.53503470443,96.292654,5,GPS_Blake
67600,51.5184211730957,5.8572301864624,96.292654,95.308402,97.226632704428,192.53503470443,0,22.41525727,877.98231156,948.30383612,26,4,233.80800190443,137.5656212,22.623516384,877.98231156,-1.11847,-2.013246,0,239.7,-14.2,1.8,0,0,1689,1161,1020,1142,100,21,-1,18,239.58,7.2,192.53503470443,96.292654,5,GPS_Blake
67800,51.5184135437012,5.85720539093018,96.292654,95.4068272,97.128207504428,192.53503470443,0,22.455298496,884.18966084,954.58336388,26,4,233.80800190443,137.5656212,22.623516384,884.18966084,-1.11847,-2.013246,0,239.9,-14,1.9,0,0,1689,1162,1024,1144,100,21,0,18,239.75,7.2,192.53503470443,96.292654,5,GPS_Blake
68000,51.5184020996094,5.85718059539795,96.3254624,95.5708692,96.996973904428,192.56784310443,0,22.463575174,891.19753508,961.59123812,26,4,233.80800190443,137.5656212,22.623516384,891.19753508,-1.11847,-2.013246,0,239.9,-13.9,1.8,0,0,1689,1164,1024,1139,100,21,0,17,239.84,7.2,192.56784310443,96.3254624,5,GPS_Blake
68200,51.5183944702148,5.85715627670288,96.292654,95.636486,96.898548704428,192.53503470443,0,22.478115284,897.31630168,967.77562152,26,4,233.80800190443,137.5656212,22.623516384,897.31630168,-1.11847,-2.013246,0,239.9,-13.6,2.1,0,0,1689,1161,1024,1141,100,21,0,18,239.92,7.2,192.53503470443,96.292654,5,GPS_Blake
68400,51.5183868408203,5.8571310043335,96.292654,95.7349112,96.800123504428,192.53503470443,0,22.472075546,903.61551448,974.15029364,26,4,233.80800190443,137.5656212,22.623516384,903.61551448,-1.11847,-2.013246,0,240.1,-13.6,2.1,0,0,1689,1165,1024,1164,100,21,0,21,240,7.2,192.53503470443,96.292654,5,GPS_Blake
68600,51.5183753967285,5.85710525512695,96.292654,95.8661448,96.668889904428,192.53503470443,0,22.435837118,910.80055408,981.33533324,26,4,233.80800190443,137.5656212,22.623516384,910.80055408,-1.11847,-2.013246,0,240,-13.8,1.8,0,0,1689,1171,1024,1139,100,22,0,17,240,7.2,192.53503470443,96.292654,5,GPS_Blake
68800,51.518367767334,5.85707998275757,96.292654,95.96457,96.570464704428,192.53503470443,0,22.419507456,917.09976688,987.7132862,26,4,233.80800190443,137.5656212,22.623516384,917.09976688,-1.11847,-2.013246,0,240.1,-14,2.1,0,0,1689,1172,1024,1109,100,22,0,13,240.17,7.2,192.53503470443,96.292654,5,GPS_Blake
69000,51.5183563232422,5.85705518722534,96.3254624,96.128612,96.439231104428,192.56784310443,0,22.3805847,924.10436028,994.72116044,26,4,233.80800190443,137.5656212,22.623516384,924.10436028,-1.11847,-2.013246,0,240.3,-14.2,2.2,0,0,1689,1150,1024,1046,100,19,0,3,240.27,7.2,192.56784310443,96.3254624,5,GPS_Blake
